degree_90,average_nb_degree_90,betweeness_90,eigenvector_90,closeness_90,clustering_90,degree_80,average_nb_degree_80,betweeness_80,eigenvector_80,closeness_80,clustering_80,degree_70,average_nb_degree_70,betweeness_70,eigenvector_70,closeness_70,clustering_70
4,4.75,0.0002242715948395775,2.580750164226195e-18,0.004469969692408211,0.5,30,27.466666666666665,0.00013709667282242076,9.551251663772607e-17,0.08489290876521886,0.33793103448275863,115,101.48695652173913,0.0001231365864184394,0.011828197551394547,0.2981586402266289,0.4093058733790999
4,4.25,9.878704205367507e-06,-3.1652536539037308e-18,0.0031049667169839633,0.6666666666666666,31,27.806451612903224,4.557813892598326e-05,3.6112104694762194e-05,0.08910753244182919,0.443010752688172,86,101.18604651162791,6.321451417353754e-05,0.004319869986212934,0.2939620006614972,0.44678522571819423
3,3.6666666666666665,1.6647194413504957e-05,3.5488723586787204e-18,0.004039956498711717,0.0,28,23.785714285714285,0.00015011994088570446,-3.442491823497656e-19,0.08910448959956106,0.30952380952380953,105,100.36190476190477,0.00027357402817037186,0.007817237704260828,0.30301537995302674,0.35714285714285715
0,0.0,0.0,-4.035704147424313e-19,0.0,0.0,23,23.217391304347824,9.4216626275279e-05,1.5089089057301286e-17,0.084696259214408,0.28063241106719367,87,96.48275862068965,0.00011989143393116693,0.00921794222973378,0.2945899163996612,0.32959101844426625
5,3.8,3.386686568295823e-06,2.2586782540515264e-18,0.0010482593746678228,0.5,17,17.705882352941178,0.00013433608027036052,0.0013193818471062284,0.08663518014776264,0.27205882352941174,80,89.9125,0.00015825125452608558,0.002327676193173716,0.2977923383343882,0.34715189873417723
1,3.0,0.0,2.8657368343245663e-19,0.00022502812851606452,0.0,21,24.523809523809526,3.1816104469938385e-05,-2.1631681048673602e-16,0.08334142244009743,0.38095238095238093,84,99.63095238095238,0.0005064089084783378,0.0112818685694782,0.3061349458456121,0.38611589213998854
3,3.0,2.7147084070084667e-05,-4.103492310849742e-19,0.004285049999801182,0.0,26,26.807692307692307,3.026890925978249e-05,5.490704150773444e-05,0.08934823129788944,0.47384615384615386,91,100.43956043956044,6.634775363438264e-05,0.004255388906578971,0.2933690310276535,0.4332112332112332
2,1.5,8.128047763909974e-07,-3.741244852672866e-20,0.00047715388507333056,0.0,15,23.4,2.9258619167681217e-05,0.001667502214921809,0.08317184060724946,0.3619047619047619,80,94.7875,9.879049482714946e-05,0.002725861525937678,0.29436225804077426,0.3610759493670886
1,2.0,0.0,-8.395676018441639e-19,0.000290734016170626,0.0,17,26.294117647058822,0.00014203080703172427,1.0454004004698178e-06,0.092402654735251,0.3161764705882353,96,105.64583333333333,0.00011234614673214602,0.004587209894242567,0.2993861816004192,0.37390350877192985
3,2.3333333333333335,2.500937773510761e-07,-3.697830267281451e-18,0.00045005625703212904,0.3333333333333333,26,22.96153846153846,0.0005432153427070249,1.1196689141308165e-17,0.09368712269541586,0.28,108,98.74074074074075,0.0003899352398479072,0.008145590778824355,0.30887747615553923,0.308411214953271
1,1.0,0.0,3.4226147307700075e-19,0.00012501562695336918,0.0,31,27.516129032258064,0.0002630744173120394,6.4263038562159774e-18,0.09391918107005705,0.37849462365591396,100,101.51,0.00010468067733689571,0.009393970608347109,0.29728323484595087,0.41414141414141414
3,3.3333333333333335,0.0,-1.7033262864775635e-18,0.001954166599553447,1.0,25,23.48,0.00046060387443697543,4.75846538069543e-05,0.09405938249510802,0.34,95,97.09473684210526,0.00038713061346933936,0.0027817579883592865,0.30619353850865105,0.3594624860022396
5,3.4,8.184318863813966e-05,-4.454676976714701e-18,0.0035992214175898252,0.5,29,22.862068965517242,0.0001885955193811832,-2.7195486602423664e-17,0.09150163411128899,0.312807881773399,99,98.88888888888889,0.0001945383445746869,0.01568615518904122,0.29755970537906407,0.36796536796536794
7,3.857142857142857,0.00016698223117405313,5.770767199795839e-18,0.004186714688869961,0.2857142857142857,30,27.9,2.3370126279711773e-05,1.92318820470187e-17,0.0865434746400234,0.4045977011494253,115,107.23478260869565,0.0003163529391996543,0.024458128760711025,0.30551523947750364,0.3520976353928299
1,3.0,0.0,8.8157375040987e-19,0.0005022949297233583,0.0,12,22.416666666666668,5.663185271390592e-05,-1.2342151237182728e-16,0.08655079116152993,0.2878787878787879,88,99.625,0.00012614491651423922,0.011554140094799114,0.29568978264083984,0.3508359456635319
3,4.666666666666667,2.5509565289809766e-05,5.881608329887006e-19,0.001390410977323627,0.3333333333333333,32,23.65625,0.00018851957527221566,0.002639293154607629,0.08530967249556308,0.2399193548387097,107,96.4392523364486,0.00017065632328445385,0.0035084028045098575,0.29622634522090135,0.35725621583494976
3,2.6666666666666665,0.00016081029883674195,-1.3907051371661842e-18,0.0030912415501770925,0.0,30,29.0,0.00016495780089380936,3.553723220461981e-17,0.09205287355609916,0.3471264367816092,113,105.69026548672566,0.0001722456769493505,0.012125818931251963,0.30145091388731865,0.372787610619469
5,2.8,2.2195822739908005e-05,-1.2391783594076262e-18,0.003518797844430201,0.4,12,26.666666666666668,8.702349411497009e-05,0.01388103618527886,0.0844093455020978,0.45454545454545453,85,104.68235294117648,0.00032719769961072064,0.004596784262990583,0.3031991509362444,0.2971988795518207
2,2.5,0.0,-1.6324280347359752e-19,0.0006368955323395524,1.0,16,24.9375,6.454167678082099e-05,-1.4766867353967913e-17,0.09066295016420092,0.43333333333333335,93,100.27956989247312,6.992015440938467e-05,0.005800209687720828,0.29404845053854356,0.37868162692847124
2,3.0,0.0,-1.109654037765975e-18,0.00028128516064508067,1.0,26,22.115384615384617,9.043041803979026e-05,3.2435153043335006e-17,0.084274451206302,0.23076923076923078,97,99.94845360824742,0.0001534303847196377,0.010530823882513874,0.297018306041365,0.36791237113402064
4,3.5,5.4395396573859055e-05,5.197357738930232e-19,0.0036230280664782343,0.3333333333333333,28,25.642857142857142,0.0004914342977258597,4.1688421711436286e-17,0.09256892565253011,0.30158730158730157,107,102.10280373831776,0.0004351445635803311,0.011105484514782927,0.30609980101025563,0.34350202786104744
2,4.5,0.0,1.7539033875937773e-18,0.003153516346049171,1.0,32,25.875,0.00017821510006987756,0.00021276230184688052,0.08805414736310523,0.34274193548387094,98,99.6938775510204,0.00025399536590968636,0.003159513441983818,0.30099717779868296,0.37765621712602565
3,3.0,8.013808499184253e-05,1.453910283853785e-18,0.0027123792474158283,0.3333333333333333,21,26.238095238095237,5.26748346980132e-05,-1.6463105472960473e-17,0.0920197773811655,0.3619047619047619,85,108.05882352941177,4.990010743040725e-05,0.019674858040555434,0.29387560160182225,0.41456582633053224
1,1.0,0.0,1.8840042144130725e-18,0.00012501562695336918,0.0,22,25.227272727272727,0.00011949034945966992,-4.3537908320140034e-16,0.08921708350798752,0.2987012987012987,111,103.17117117117117,0.000722816477236305,0.016367666083273537,0.30776037859258976,0.3212121212121212
3,5.333333333333333,0.0007400834257148194,8.89567231847621e-18,0.00540789146368101,0.3333333333333333,26,30.653846153846153,0.00020199523998336833,-1.6030861149896935e-17,0.09510135004683296,0.3507692307692308,123,114.98373983739837,0.000273224054047038,0.0324841631653578,0.3022825183281687,0.36145541783286683
3,3.3333333333333335,3.767037521350584e-06,-1.8899577130794856e-18,0.0022609640906491564,0.6666666666666666,33,32.06060606060606,0.0001878133792820531,0.00010508212979146342,0.0861342661432891,0.35795454545454547,102,109.19607843137256,0.00022324241913984839,0.004203530391031151,0.3043643696967391,0.38749757328674045
0,0.0,0.0,7.865043286744936e-19,0.0,0.0,15,29.533333333333335,1.6181237751563787e-05,-4.411453890255728e-16,0.08728130212320703,0.41904761904761906,86,103.93023255813954,8.12016807994446e-05,0.01298860377041265,0.293003663003663,0.3805745554035568
5,3.2,7.763327671939658e-06,-5.259479364846769e-18,0.001580842766636152,0.2,28,29.357142857142858,0.0009314326616896529,0.001615596474437073,0.0920105642625413,0.41798941798941797,122,102.59016393442623,0.00019321647277889716,0.0041353443400865475,0.30330262010389414,0.39357810594770354
4,3.5,6.750187359316389e-05,-2.106062414651794e-18,0.00264305326028267,0.16666666666666666,28,29.392857142857142,6.738738607832808e-05,0.00012728164882234611,0.08887217396095,0.37037037037037035,109,106.60550458715596,0.00015434820184156208,0.00442218832932691,0.2994982776696121,0.38294257560312606
0,0.0,0.0,6.026694370952942e-19,0.0,0.0,23,29.130434782608695,0.0013875037618932386,-3.8380198749146454e-17,0.10060593880249183,0.2727272727272727,116,109.6896551724138,0.00031626873897032544,0.022719122009428952,0.3058774043057627,0.3494752623688156
9,9.88888888888889,0.0,0.3070599582583625,0.0010497343914020998,1.0,42,33.642857142857146,0.0001536607424160185,-1.788100126955449e-15,0.0946310517404591,0.519163763066202,122,113.79508196721312,0.0002958520498929111,0.020600564822612966,0.30873441661198814,0.40671995664544097
3,3.0,1.1129173092122888e-05,1.6863518231283515e-18,0.0033318939020451585,0.3333333333333333,19,27.736842105263158,9.259118408739373e-05,0.016073542320333638,0.08827720034416706,0.4152046783625731,101,107.45544554455445,0.0001176165223055104,0.005539702354076693,0.2986484468339307,0.37445544554455445
5,5.0,0.00033730707101364485,-1.6197043891695645e-17,0.005693812501756518,0.5,32,26.09375,0.00014848592190760973,1.1109627342829528e-06,0.090449762143516,0.31451612903225806,110,99.85454545454546,0.0002557084361629203,0.004098056775175075,0.30309575233981284,0.3794829024186822
1,1.0,0.0,4.911119466270093e-20,0.00012501562695336918,0.0,19,20.0,3.746273497764171e-05,1.026445894176893e-05,0.08465099626999657,0.2982456140350877,81,94.50617283950618,0.0002986552968136789,0.003638358813895573,0.3006690723199519,0.33641975308641975
1,1.0,0.0,2.6410640344374882e-18,0.00012501562695336918,0.0,14,27.285714285714285,0.008870218563597624,-1.2242933480288809e-17,0.10703811315323924,0.43956043956043955,87,108.14942528735632,0.00025554751974357225,0.018586811611237607,0.3019060200037743,0.3691526329858327
3,2.6666666666666665,4.032762159786103e-06,-4.990728908494465e-18,0.0006499583946764845,0.3333333333333333,21,20.80952380952381,9.467181537553599e-05,-2.459882126189542e-17,0.08809999855893952,0.3761904761904762,82,90.98780487804878,0.00014086315011411439,0.004641788903019237,0.29773691654879775,0.35742246311352005
1,5.0,0.0,5.116772704001283e-19,0.003180897712034328,0.0,26,22.96153846153846,0.00017383202222744686,0.012894804292282994,0.09039948434354739,0.28615384615384615,100,101.11,0.00027700634742907883,0.004791488397174501,0.3011671686746988,0.36
2,3.0,1.563086108444226e-07,-1.0126806017660617e-18,0.0005926666759270834,0.0,21,25.666666666666668,0.0002555935774944654,1.9648811261791708e-05,0.08934414082353619,0.3047619047619048,90,101.72222222222223,0.00015948459527193132,0.004456285590897462,0.2986484468339307,0.36004993757802745
8,5.5,0.00010180771385261799,-3.2160081653237397e-18,0.004697534803957157,0.35714285714285715,32,28.46875,0.00011838314651730206,-3.083859305556572e-17,0.0933156533820214,0.38911290322580644,113,109.01769911504425,0.0001452660474464589,0.02270010228858276,0.3015759312320917,0.39080278128950696
1,4.0,0.0,-1.0335324137056646e-18,0.0037305834412741604,0.0,25,20.24,5.795780799017215e-05,-1.4452390495206962e-17,0.08458779089929414,0.25,93,99.87096774193549,0.00018723571416684332,0.01762820340827866,0.30109914928856435,0.35834502103786814
0,0.0,0.0,8.666372202941167e-20,0.0,0.0,24,25.75,0.00010070117058167285,1.0182215222289704e-06,0.08866624570688328,0.3188405797101449,90,106.24444444444444,7.723151851640816e-05,0.004328722480051908,0.2964568971907197,0.44719101123595506
2,3.0,0.0,2.346434523057092e-18,0.00033337500520898446,1.0,17,19.823529411764707,0.0001349933674047617,-8.745230763017132e-17,0.08983950096565808,0.29411764705882354,68,92.77941176470588,7.358901852679101e-05,0.008167319525817148,0.29568978264083984,0.3481123792800702
1,1.0,0.0,5.42893113250362e-19,0.00012501562695336918,0.0,13,21.692307692307693,3.682701485998386e-05,2.8759182166236868e-05,0.08702925740316184,0.3974358974358974,81,99.69135802469135,7.70713695687004e-05,0.0025175260568426998,0.294600766057749,0.3651234567901235
1,3.0,0.0,1.3666382848221977e-18,0.0039040172888625004,0.0,33,26.272727272727273,0.00018863326830411377,2.1803085321151814e-06,0.0947581484830542,0.3560606060606061,117,105.74358974358974,0.0002824785089779395,0.004998311431078747,0.30263705497332677,0.3498379015620395
1,3.0,0.0,-3.401959842366936e-19,0.0012072869261914444,0.0,19,19.68421052631579,0.00014850343321951874,0.0015073886462734609,0.08621798400744428,0.21052631578947367,98,91.56122448979592,0.0003859962917077326,0.0030383879546402714,0.30156456173421303,0.3122238586156112
1,3.0,0.0,-1.1758068013913734e-18,0.0037017529116348696,0.0,16,21.375,3.044349774409516e-05,4.778942918826883e-07,0.08583120323738845,0.275,98,98.46938775510205,0.0001841399597897003,0.0034280330524559567,0.30091791437815063,0.31769408794445614
